ŽžŠÔ[s],CH1(Max)[V],CH1(Min)[V],CH2(Max)[V],CH2(Min)[V],CH3(Max)[V],CH3(Min)[V],CH4(Max)[V],CH4(Min)[V],CH5(Max)[V],CH5(Min)[V],CH6(Max)[V],CH6(Min)[V]
18.0000 ,0.0150 ,0.0125 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.6375 ,1.6250 ,0.0125 ,0.0063 
18.0500 ,0.0150 ,0.0125 ,0.0150 ,0.0150 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.6250 ,1.6063 ,0.0125 ,0.0063 
18.1000 ,0.0150 ,0.0125 ,0.0175 ,0.0150 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.6063 ,1.5938 ,0.0125 ,0.0063 
18.1500 ,0.0150 ,0.0125 ,0.0175 ,0.0150 ,0.0125 ,0.0100 ,0.0000 ,-0.0050 ,1.5875 ,1.5750 ,0.0125 ,0.0063 
18.2000 ,0.0150 ,0.0125 ,0.0175 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5750 ,1.5625 ,0.0125 ,0.0063 
18.2500 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5563 ,1.5500 ,0.0125 ,0.0063 
18.3000 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.5500 ,1.5375 ,0.0125 ,0.0063 
18.3500 ,0.0150 ,0.0100 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5375 ,1.5313 ,0.0125 ,0.0063 
18.4000 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5250 ,1.5125 ,0.0125 ,0.0063 
18.4500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5188 ,1.5000 ,0.0125 ,0.0000 
18.5000 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.4938 ,1.4813 ,0.0125 ,0.0063 
18.5500 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.4750 ,1.4625 ,0.0125 ,0.0063 
18.6000 ,0.0150 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,0.0000 ,1.4563 ,1.4438 ,0.0125 ,0.0063 
18.6500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,-0.0025 ,1.4438 ,1.4313 ,0.0188 ,0.0063 
18.7000 ,0.0150 ,0.0050 ,0.0175 ,0.0125 ,0.0100 ,0.0100 ,0.0025 ,0.0000 ,1.4313 ,1.4188 ,0.0125 ,0.0063 
18.7500 ,0.0125 ,0.0050 ,0.0175 ,0.0150 ,0.0100 ,0.0100 ,0.0025 ,0.0000 ,1.4188 ,1.4188 ,0.0188 ,0.0063 
18.8000 ,0.0150 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0100 ,0.0025 ,-0.0025 ,1.4188 ,1.4125 ,0.0188 ,0.0000 
18.8500 ,0.0125 ,0.0075 ,0.0175 ,0.0100 ,0.0100 ,0.0100 ,0.0025 ,0.0000 ,1.4188 ,1.4063 ,0.0125 ,0.0063 
18.9000 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,0.0000 ,1.4063 ,1.4000 ,0.0188 ,0.0063 
18.9500 ,0.0125 ,0.0075 ,0.0150 ,0.0075 ,0.0125 ,0.0075 ,0.0050 ,0.0000 ,1.3938 ,1.3750 ,0.0125 ,0.0063 
19.0000 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.3750 ,1.3625 ,0.0125 ,0.0063 
19.0500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0025 ,-0.0025 ,1.3625 ,1.3500 ,0.0125 ,0.0063 
19.1000 ,0.0150 ,0.0075 ,0.0150 ,0.0075 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.3500 ,1.3438 ,0.0188 ,0.0063 
19.1500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0025 ,0.0000 ,1.3500 ,1.3438 ,0.0125 ,0.0125 
19.2000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.3438 ,1.3375 ,0.0125 ,0.0000 
19.2500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.3438 ,1.3375 ,0.0125 ,0.0063 
19.3000 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0100 ,0.0100 ,0.0025 ,-0.0025 ,1.3438 ,1.3375 ,0.0125 ,0.0063 
19.3500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.3438 ,1.3375 ,0.0188 ,0.0063 
19.4000 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0125 ,0.0075 ,0.0000 ,-0.0025 ,1.3438 ,1.3375 ,0.0188 ,0.0063 
19.4500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,-0.0025 ,-0.0050 ,1.3500 ,1.3375 ,0.0125 ,0.0063 
19.5000 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.3563 ,1.3438 ,0.0125 ,0.0063 
19.5500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0075 ,0.0025 ,0.0025 ,-0.0025 ,1.3750 ,1.3563 ,0.0125 ,0.0063 
19.6000 ,0.0150 ,0.0125 ,0.0150 ,0.0150 ,0.0100 ,0.0100 ,0.0025 ,0.0000 ,1.3938 ,1.3750 ,0.0125 ,0.0063 
19.6500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.4188 ,1.3938 ,0.0125 ,0.0063 
19.7000 ,0.0150 ,0.0125 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,0.0000 ,1.4375 ,1.4188 ,0.0125 ,0.0063 
19.7500 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0075 ,0.0050 ,0.0025 ,-0.0025 ,1.4625 ,1.4438 ,0.0125 ,0.0063 
19.8000 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0025 ,0.0000 ,1.4875 ,1.4688 ,0.0125 ,0.0063 
19.8500 ,0.0150 ,0.0125 ,0.0150 ,0.0100 ,0.0125 ,0.0050 ,0.0000 ,-0.0025 ,1.5063 ,1.4875 ,0.0125 ,0.0063 
19.9000 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5188 ,1.5063 ,0.0125 ,0.0063 
19.9500 ,0.0150 ,0.0100 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5375 ,1.5250 ,0.0188 ,0.0063 
20.0000 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5438 ,1.5313 ,0.0125 ,0.0063 
20.0500 ,0.0150 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
20.1000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0075 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
20.1500 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0050 ,0.0025 ,0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.2000 ,0.0125 ,0.0100 ,0.0125 ,0.0125 ,0.0100 ,0.0025 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
20.2500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0050 ,0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.3000 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0075 ,0.0075 ,0.0050 ,0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.3500 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.4000 ,0.0100 ,0.0075 ,0.0100 ,0.0050 ,0.0125 ,0.0100 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.4500 ,0.0100 ,0.0100 ,0.0100 ,0.0075 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
20.5000 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.5500 ,0.0125 ,0.0100 ,0.0075 ,0.0075 ,0.0100 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.6000 ,0.0125 ,0.0100 ,0.0075 ,0.0075 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.6500 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
20.7000 ,0.0100 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.7500 ,0.0100 ,0.0075 ,0.0100 ,0.0050 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
20.8000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.8500 ,0.0100 ,0.0050 ,0.0100 ,0.0050 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
20.9000 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
20.9500 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
21.0000 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
21.0500 ,0.0100 ,0.0075 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0075 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.1000 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.1500 ,0.0100 ,0.0075 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.2000 ,0.0100 ,0.0050 ,0.0100 ,0.0075 ,0.0100 ,0.0075 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.2500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.3000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0025 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.3500 ,0.0100 ,0.0050 ,0.0100 ,0.0075 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5438 ,1.5438 ,0.0125 ,0.0063 
21.4000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5500 ,0.0125 ,0.0000 
21.4500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0100 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.5000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.5500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5563 ,1.5438 ,0.0188 ,0.0063 
21.6000 ,0.0100 ,0.0050 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.6500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.7000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.7500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.8000 ,0.0100 ,0.0100 ,0.0125 ,0.0075 ,0.0100 ,0.0050 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
21.8500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
21.9000 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
21.9500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.0000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
22.0500 ,0.0100 ,0.0100 ,0.0125 ,0.0125 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.1000 ,0.0100 ,0.0050 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
22.1500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.2000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.2500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.3000 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.3500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
22.4000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5438 ,1.5438 ,0.0125 ,0.0063 
22.4500 ,0.0125 ,0.0050 ,0.0125 ,0.0075 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.5000 ,0.0125 ,0.0075 ,0.0125 ,0.0050 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.5500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0050 ,0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
22.6000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0050 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.6500 ,0.0125 ,0.0075 ,0.0125 ,0.0050 ,0.0075 ,0.0025 ,0.0050 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.7000 ,0.0100 ,0.0100 ,0.0100 ,0.0100 ,0.0100 ,0.0025 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.7500 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.8000 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0075 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.8500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.9000 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
22.9500 ,0.0125 ,0.0075 ,0.0125 ,0.0075 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.0000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.0500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0050 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.1000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0075 ,0.0050 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.1500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0075 ,0.0025 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.2000 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0075 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.2500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0025 ,-0.0025 ,1.5563 ,1.5438 ,0.0125 ,0.0063 
23.3000 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0050 ,0.0025 ,0.0100 ,0.0000 ,1.5500 ,1.5500 ,0.0125 ,0.0063 
23.3500 ,0.0125 ,0.0100 ,0.0150 ,0.0125 ,0.0075 ,0.0025 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
23.4000 ,0.0150 ,0.0100 ,0.0150 ,0.0100 ,0.0075 ,0.0025 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.4500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.5000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0050 ,0.0025 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.5500 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0050 ,0.0050 ,0.0050 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.6000 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0025 ,0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
23.6500 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0050 ,0.0050 ,0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.7000 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.7500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0075 ,0.0025 ,0.0050 ,0.0000 ,1.5438 ,1.5438 ,0.0188 ,0.0063 
23.8000 ,0.0100 ,0.0100 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0075 ,0.0050 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
23.8500 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0050 ,0.0050 ,0.0000 ,1.5500 ,1.5375 ,0.0188 ,0.0063 
23.9000 ,0.0150 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0050 ,0.0050 ,0.0000 ,1.5563 ,1.5438 ,0.0125 ,0.0063 
23.9500 ,0.0100 ,0.0050 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.0000 ,0.0075 ,0.0050 ,0.0175 ,0.0150 ,0.0100 ,0.0075 ,0.0050 ,0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.0500 ,0.0100 ,0.0075 ,0.0125 ,0.0100 ,0.0125 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
24.1000 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
24.1500 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
24.2000 ,0.0125 ,0.0100 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
24.2500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5500 ,0.0188 ,0.0063 
24.3000 ,0.0125 ,0.0050 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
24.3500 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.4000 ,0.0100 ,0.0075 ,0.0150 ,0.0125 ,0.0125 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.4500 ,0.0100 ,0.0050 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
24.5000 ,0.0125 ,0.0100 ,0.0150 ,0.0150 ,0.0125 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
24.5500 ,0.0125 ,0.0050 ,0.0175 ,0.0125 ,0.0125 ,0.0100 ,0.0025 ,0.0000 ,1.5563 ,1.5438 ,0.0125 ,0.0063 
24.6000 ,0.0100 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
24.6500 ,0.0100 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.7000 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0050 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
24.7500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
24.8000 ,0.0125 ,0.0075 ,0.0150 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.8500 ,0.0125 ,0.0075 ,0.0175 ,0.0150 ,0.0100 ,0.0050 ,0.0025 ,0.0000 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.9000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
24.9500 ,0.0125 ,0.0075 ,0.0125 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.0000 ,0.0125 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.0500 ,0.0100 ,0.0050 ,0.0150 ,0.0100 ,0.0100 ,0.0050 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.1000 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.1500 ,0.0100 ,0.0075 ,0.0150 ,0.0100 ,0.0100 ,0.0075 ,0.0000 ,-0.0075 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.2000 ,0.0100 ,0.0075 ,0.0125 ,0.0125 ,0.0100 ,0.0075 ,-0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.2500 ,0.0125 ,0.0050 ,0.0150 ,0.0125 ,0.0100 ,0.0050 ,0.0000 ,-0.0050 ,1.5500 ,1.5438 ,0.0188 ,0.0000 
25.3000 ,0.0125 ,0.0075 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0000 
25.3500 ,0.0075 ,0.0075 ,0.0175 ,0.0150 ,0.0100 ,0.0075 ,0.0000 ,-0.0075 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
25.4000 ,0.0100 ,0.0050 ,0.0175 ,0.0125 ,0.0100 ,0.0075 ,0.0025 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.4500 ,0.0075 ,0.0050 ,0.0175 ,0.0150 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.5000 ,0.0100 ,0.0100 ,0.0175 ,0.0125 ,0.0100 ,0.0100 ,0.0000 ,0.0000 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.5500 ,0.0150 ,0.0100 ,0.0150 ,0.0125 ,0.0125 ,0.0100 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0125 ,0.0063 
25.6000 ,0.0125 ,0.0100 ,0.0175 ,0.0150 ,0.0100 ,0.0075 ,0.0000 ,-0.0025 ,1.5500 ,1.5438 ,0.0188 ,0.0063 
